quote,tags
"Do you have to make me feel like there's nothing left of me? You can take everything I have, you can break everything I am, like I am made of glass, like I am made of paper.Go on and try to tear me down I will be rising from the ground like a Skyscraper...",demi-lovato;inspirational;skyscraper
"If you don't love yourself, how in the hell you gonna love somebody else?",inspirational
"You ask, what is our aim? I can answer in one word. It is victory, victory at all costs, victory in spite of all terror, victory, however long and hard the road may be; for without victory, there is no survival.",inspirational;war
An individual has not started living until he can rise above the narrow confines of his individualistic concerns to the broader concerns of all humanity.,inspirational
"When you chase a dream, you learn about yourself. You learn your capabilities and limitations, and the value of hard work and persistence.",inspirational
"if you don't have peace, it isn't because someone took it from you; you gave it away. You cannot always control what happens to you, but you can control what happens in you.",inspirational;personal-development
My hope still is to leave the world a bit better than when I got here.,henson;hope;humor;inspirational;life
You have to teach your heart and mind how to sing together... then you'll hear the sound of your soul,inspirational
Sometimes to self-discover you must self-destruct.,happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
"All paths are present, always... and we can but choose among them.",inspirational;life;philosophy
When we are most alone is when we embrace another's loneliness.,inspirational;loneliness
Each of us is full of shit in our own special way. We are all shitty little snowflakes dancing in the universe.,comedy;individuality;inspirational
"Stand up and walk. Move on. After all, you have perfect legs to stand on.",inspirational
"Nothing happens while you live. The scenery changes, people come in and go out, that's all. There are no beginnings. Days are tacked on to days without rhyme or reason, an interminable, monotonous addition.",inspirational;monotony;nausea;sartre
"Life is at its best when everything has fallen out of place, and you decide that you're going to fight to get them right, not when everything is going your way and everyone is praising you.",adversity;happiness;hard-times;inspirational;life
Rule your mind or it will rule you.,be-strong;be-yourself;independence;inspiration;inspirational;life;living;rule;self-help;stay-strong;strength;the-mind
Stand firm in the Lord. Stand firm and let Him fight your battle. Do not try to fight alone.,alone;christian;fight;inspirational;lord
"If you fuel your journey on the opinions of others, you are going to run out of gas.",fuel;gas;happiness;inspirational;journey;life;motivational;opinion;success
Too many of us are not living our dreams because we are living our fears.,inspirational;les-brown;motivational
"Where your talents and the needs of the world cross, there lies your vocation.",inspirational
It’s against the rules of humanity to believe there is nothing we can do.,inspirational
"Write to please just one person. If you open a window and make love to the world, so to speak, your story will get pneumonia.",humor;inspirational;writing
I want a tattoo over my heart that reads TRY HARDER YOU LAZY PARAMEDIC SHITBAG OR I WILL HAUNT YOUR BEDROOM FOREVER,first-aid;inspirational;tattoos
Create your own miracles; do what you think you cannot do.,action;doing;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;miracles;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
"Real courage is doing the right thing when nobody's looking. Doing the unpopular thing because it's what you believe, and the heck with everybody.",character;courage;goodness;inspirational;moral-courage;unsung-heroes
